0	0.254462336	0.242757385	0.514045249	0.41539458	0.396387182	0.88007992	0.654130071	0.626831216	0.536452158	0.536231091	0.95312381	0.758031234	0.779108685	1.249705819	1.038623475	0.952258582	0.408394347	0.862361233	0.803161084	0.515923159	0.67035111	0.794179483	1.00246387	1.223707539	1.358726384	1.483016218	1.476554694	1.054255365	1.108963167
0.254462336	0	0.177082037	0.747525832	0.661193901	0.517713494	0.646227803	0.39971948	0.480215993	0.305827767	0.542816317	0.760243152	0.66501354	0.810725685	1.051449468	0.908907544	0.923455354	0.431713487	0.669771588	0.730854982	0.38376628	0.853072939	1.029948935	1.205607969	1.460193711	1.200415494	1.419520175	1.426314216	1.308030859	1.149570887
0.242757385	0.177082037	0	0.638549319	0.64624511	0.352796833	0.661164881	0.496173563	0.384608233	0.32761481	0.36916336	0.712275077	0.531779644	0.635943288	1.008968094	0.802152123	0.763674264	0.567565963	0.839860374	0.901514543	0.559587522	0.91061423	1.02942287	1.245215662	1.456652751	1.375381069	1.591342903	1.277391165	1.256752268	1.290473374
0.514045249	0.747525832	0.638549319	0	0.385492442	0.387136194	1.281131342	1.130364711	0.918557719	0.963464796	0.629726509	1.265904076	0.931926687	0.717225203	1.548630831	1.223962613	0.963434098	0.840849937	1.374411041	1.255926315	1.018563934	0.769005482	0.643144293	0.955307655	0.99631423	1.853097315	1.895615539	1.456621442	0.684956774	1.410830436
0.41539458	0.661193901	0.64624511	0.385492442	0	0.602388051	1.295454145	1.056867042	1.017385502	0.951834964	0.83121118	1.356663743	1.108035365	1.006294759	1.652991925	1.402107718	1.229845657	0.548776854	1.15669842	0.944715475	0.788916612	0.388305939	0.384037907	0.637482322	0.810476173	1.572943206	1.541883947	1.749680688	0.659815714	1.030029778
0.396387182	0.517713494	0.352796833	0.387136194	0.602388051	0	0.923580239	0.834074299	0.53959791	0.6374005	0.246401455	0.883156983	0.546909958	0.410392374	1.162467972	0.841419952	0.62750449	0.804767522	1.187463468	1.193512131	0.87938116	0.966303386	0.959091144	1.238939269	1.35354289	1.714648235	1.877665106	1.148270765	1.06983214	1.494046484
0.88007992	0.646227803	0.661164881	1.281131342	1.295454145	0.923580239	0	0.335341856	0.408499992	0.343961305	0.750602319	0.261151815	0.566291944	0.934040984	0.463269738	0.571888699	0.86418456	1.015281024	0.799689703	1.130431076	0.813318625	1.493179551	1.672244661	1.849613073	2.102496872	1.296944335	1.730185847	1.19501697	1.91790359	1.658117563
0.654130071	0.39971948	0.496173563	1.130364711	1.056867042	0.834074299	0.335341856	0	0.477602917	0.215529002	0.745958532	0.555947972	0.69455033	0.990761312	0.797377038	0.820814957	1.005160141	0.697722282	0.506827125	0.797735934	0.479192173	1.198785135	1.415842163	1.559789233	1.844039274	1.042502694	1.419843359	1.427438141	1.707503414	1.3228123
0.626831216	0.480215993	0.384608233	0.918557719	1.017385502	0.53959791	0.408499992	0.477602917	0	0.277822953	0.343284176	0.348991327	0.219348001	0.53750556	0.640310473	0.428721075	0.527713843	0.911898014	0.969779999	1.169864823	0.813501352	1.295025134	1.401200523	1.628611788	1.823184927	1.514254815	1.840751663	0.97762668	1.58678123	1.626474477
0.536452158	0.305827767	0.32761481	0.963464796	0.951834964	0.6374005	0.343961305	0.215529002	0.277822953	0	0.53121871	0.467210053	0.497054053	0.775654324	0.751256346	0.67078807	0.802353033	0.70675862	0.692342151	0.909714405	0.558363359	1.158326478	1.328315721	1.511427335	1.758545438	1.237891746	1.569724939	1.251352738	1.580492553	1.395476894
